-1.438954213466393028e+01,1.872224322075586045e+01,1.685004704884234261e-01,-2.013973897234911270e+00,2.497320765182274638e+00,1.577404456448667558e+00,2.002871496570539378e+01,6.349061978514711058e+01,4.576094143470093911e+01,6.258258663547360356e+01,5.404866262853369108e+01,1.230887996256464021e+02,1.365489198983359813e+02,9.871342135839194043e+01,7.369226494911993086e+01,7.879924353404332749e+01,1.007807692667711592e+02,7.631199999818586832e+01,3.086964443235867961e+01,5.687973615398263405e+00,6.652527313552477395e+00,2.910739581022221412e+00,-1.634475074363868785e+01,1.938589675468120177e+01,1.922332634085336522e+01
1.730755199206998540e+01,-3.099780411242292644e+01,2.682013747374753976e+01,2.601995766422036738e+01,3.624667816628610950e+01,4.042790153325695712e+01,5.601862478108709098e+01,1.082914408913665909e+02,8.187688201145576272e+01,6.621880521329997293e+01,1.684167242697202767e+02,1.693423836621645648e+02,1.758964899556293631e+02,1.704633561128484018e+02,1.235979282404717878e+02,9.360499120300175946e+01,4.844611897794733579e+01,7.975912711742985550e+01,6.326515270425232984e+01,4.460683451539144784e+01,3.946741122460622364e+01,1.620022749882157242e+01,-3.259167289686239855e+01,4.272055380318055029e+01,-1.066934548454295140e+02
-1.442374607300010858e+01,2.691382733819004258e+01,-2.005976430544102573e+00,2.220427147019320557e+01,1.413260345936298457e+01,5.092464353772255237e+01,9.608816926056761076e+01,2.484433656641047605e+01,3.226202082904446655e+01,1.719991935722651704e+02,2.141053711660750309e+02,1.804748187751552848e+02,1.444728295523430575e+02,1.842619434606325513e+02,1.821855734306007264e+02,1.625096950424561442e+02,1.248139136705252952e+02,9.853365629688511262e+01,6.344009033234863892e+01,1.066266643345682752e+02,6.849233432641626962e+01,7.423412696592265547e+01,1.007674330427199116e+01,-1.516062541939424335e+01,-5.150864321666468015e+01
1.622396564428015964e+01,2.056511193348914546e+01,2.087409545918440656e+01,1.787897595355775948e+01,4.877975268576741996e+01,6.164919767588985167e+01,2.387775286760791005e+01,1.470331216322140051e+02,1.715995874623545205e+02,2.107109281020790092e+02,2.033681756922493662e+02,2.019989383147353976e+02,2.139259986824399675e+02,1.936329404342017426e+02,1.787809360671030277e+02,1.655388399908566157e+02,1.417903612240741609e+02,4.315157837655633877e+00,7.886752990953568521e+00,8.266343674899710336e+00,1.429095912148690672e+02,9.262353567712493430e+01,1.269433160515290737e+01,-5.117798967768538709e-01,-6.770661214701191000e+01
3.171506593474925850e+01,4.153584881316647426e+01,-3.386155393865492580e-01,8.463760331039142670e+01,5.576560101982078521e+01,6.732184824938078904e+00,1.080897389541798503e+02,2.001907114207943721e+02,1.809871911708422942e+02,1.858704461024290708e+02,2.069118831981431015e+02,2.208293483364915062e+02,2.150770993691834008e+02,2.028802875028981134e+02,1.504836547511461333e+02,1.021335711802054789e+02,8.082303036087070325e+01,1.941567915498880126e+01,-2.452451230296726070e+00,2.244742859898554954e+01,5.634890380342773142e+01,1.400939251018303082e+02,7.334658301065718433e+01,-3.612301335116099921e+01,3.014462018348186501e+00
3.137223417237535728e+01,1.810103999103995420e+01,3.354017600997111970e+01,5.821673472537771232e+01,4.628522260288331580e+01,1.503482994970721620e+02,2.440124193742603893e+02,2.015746493778787283e+02,1.360060427191785095e+02,2.156836036267352199e+02,1.768990521972738179e+02,1.754432635921751000e+02,1.993484597187347447e+02,1.356763902927058894e+02,7.021340328800785358e+01,1.520696211630009120e+00,3.959437855055077193e+01,1.034787083987277612e+02,-5.287046926036823358e+00,1.808611092183985747e+01,4.096078899326919753e+01,1.147080533966313141e+02,8.557275508618597826e+01,-5.765791628947316383e+01,8.905110325447780895e+01
2.352450602966160176e+01,3.993429505326223961e+01,7.023445915887862157e+01,4.753238341512226128e+01,1.642422210064399906e+02,2.305266968048504737e+02,2.116975030818040580e+02,1.823223590893677795e+02,1.107811468810749176e+02,1.580512112644626939e+02,2.254703287521687969e+02,1.890120671986501009e+02,1.922856483379840995e+02,7.198355826125782642e+01,9.720369335485908380e+01,2.908849897966551268e+01,4.080357529692858520e+01,8.152350725321629454e+01,3.583552311306320348e+01,3.885979560321364090e+01,4.332685214405185548e+01,2.502386232901955765e+01,1.390263997588099301e+02,5.667364344676137478e+01,-4.645545755394999787e+01
3.478932608972422003e+01,5.312797001687529530e+01,5.556962393928959187e+01,1.680518072349821352e+02,2.172428747285531756e+02,1.796868088340732470e+02,2.029314768498814487e+02,1.982952829563296007e+02,1.052703437992700657e+02,1.565730393339673014e+02,1.938925899848998995e+02,1.781305280821796373e+02,7.585353574409280952e+01,4.184869196089580612e+01,3.943015799022355594e+01,6.111868564964483852e+01,1.103315095949971010e+02,6.020144436620533668e+01,-1.141543951766252452e+00,-1.161733172405178216e+01,-3.492518822132905854e+01,-3.831307343120761999e+01,1.665349431507863187e+02,1.952017380933361892e+02,-8.150349089428233640e+01
6.387048028622353435e+00,1.238688279724037500e+02,1.039912764720631486e+02,2.325313980049932923e+02,1.755937029384550101e+02,1.271903361432360526e+02,1.674678803264656040e+02,2.018207797149098894e+02,1.218485805287107127e+02,1.045695518749272139e+02,1.556219088475762078e+02,8.000029853278252290e+01,1.148667331573794002e+02,8.661060936768893725e+01,1.545079380057185148e+01,2.533292476304979957e+01,4.801493437331970426e+01,3.391464476037698006e+01,3.438774192067188551e+01,2.554267166272525102e+01,-6.540809322185147323e+00,-8.662949085314755493e+00,4.270242700955841997e+01,2.220871799959196551e+02,-8.005209625416594577e+01
-8.132139562420693579e+00,1.623113287096931572e+02,1.608365911113551761e+02,2.071604913690166541e+02,2.233724040556516570e+02,1.779507126755189859e+02,7.334695701481722097e+01,6.713536396200456124e+01,6.272333294051988872e+01,8.581162699596723087e+01,8.680379299965791517e+01,6.976821854190593797e+01,1.547459555493742300e+02,2.081453680588303712e+02,1.313051694340242364e+02,6.247154154287562733e+01,-8.509482570008641389e+00,2.500076526682858358e+01,-8.713885951378154360e+00,4.984913177128650119e+01,3.634676618287236494e+01,-9.193981919053053176e+00,7.791562687298623757e+01,9.405062733792438223e+01,3.272309288124557725e+01
